year,brand,model,location,price,mileage,body_type,exterior_colour,interior_colour,door,passenger,transmission,drive_type,displacement,cylinder,fuel
2017,Chevrolet,Equinox,Barrie,"$21,550","40,195",SUV,Red,-,4,5,Automatic,FWD,2.4L,4,Gasoline
2018,Dodge,Grand,Barrie,"$23,900","20,567",Van,White,-,4,7,Automatic,FWD,3.6L,6,Flex
2016,Hyundai,Santa,Barrie,"$17,995","52,700",SUV,Black,Black,4,5,Automatic,FWD,2.4L,4,Gasoline
2017,Chevrolet,Camaro,Barrie,"$24,995","27,300",Coupe,White,Black,2,4,Automatic,RWD,2.0L,4,Gasoline
2017,Honda,Pilot,Barrie,"$28,860","137,381",SUV,-,-,4,7,Automatic,AWD,3.5L,6,Gasoline
2019,Nissan,Sentra,Barrie,"$15,944","45,883",Sedan,-,-,4,5,Automatic,FWD,1.8L,4,Gasoline
2019,Nissan,Sentra,Barrie,"$15,944","45,872",Sedan,-,-,4,5,Automatic,FWD,1.8L,4,Gasoline
2018,Chevrolet,Cruze,Barrie,"$17,550","50,244",Sedan,Brown,-,4,5,Automatic,FWD,1.4L,4,Gasoline
2019,Chevrolet,Silverado,Barrie,"$54,550","3,200",Truck,Black,Black,4,6,Automatic,4x4,5.3L,8,Gasoline
2018,Ford,Focus,Barrie,"$17,995","41,954",Sedan,Black,-,4,5,Automatic,FWD,2.0L,4,Gasoline
2016,Nissan,Altima,Barrie,"$16,995","43,835",Sedan,White,-,4,5,Automatic,FWD,2.5L,4,Gasoline
2019,Dodge,Grand,Barrie,"$26,995","43,386",Van,Red,-,4,7,Automatic,FWD,3.6L,6,Gasoline
2019,Ford,Escape,Barrie,"$25,977","45,959",SUV,Black,-,4,5,Automatic,4x4,1.5L,4,Gasoline
2019,Ford,Flex,Barrie,"$30,977","38,884",SUV,Gray,-,4,7,Automatic,AWD,3.5L,6,Gasoline
2019,Kia,Soul,Barrie,"$18,977","40,197",Hatchback,Gray,-,4,5,Automatic,FWD,2.0L,4,Gasoline
2019,Kia,Soul,Barrie,"$18,988","50,211",Hatchback,-,-,4,5,Automatic,FWD,2.0L,4,Gasoline
2019,Ford,Fusion,Barrie,"$25,988","42,983",Sedan,Black,-,4,5,Automatic,FWD,2.0L,4,Gasoline
2017,Chevrolet,Equinox,Barrie,"$15,598","65,139",SUV,Black,-,4,5,Automatic,FWD,2.4L,4,Gasoline
2011,Audi,S5,Barrie,"$12,288","202,006",Coupe,Black,Red,2,4,Manual,AWD,4.2L,8,Gasoline
2015,Ford,Edge,Barrie,"$24,944","54,150",SUV,-,-,4,5,Automatic,AWD,2.0L,4,Gasoline
2017,Chevrolet,Equinox,Barrie,"$25,550","35,148",SUV,White,-,4,5,Automatic,AWD,2.4L,4,Gasoline
2013,Honda,Crosstour,Barrie,"$16,550","96,017",Sedan,-,-,4,5,Automatic,FWD,2.4L,4,Gasoline
2014,Ram,1500,Barrie,"$27,960","74,105",Truck,Red,Black,4,6,Automatic,4x4,5.7L,8,Gasoline
2016,Ram,1500,Barrie,"$25,760","95,324",Truck,Gray,Black,4,6,Automatic,4x4,5.7L,8,Gasoline
2016,Nissan,Murano,Barrie,"$17,160","180,685",SUV,-,-,4,5,Automatic,AWD,3.5L,6,Gasoline
2019,Nissan,Sentra,Barrie,"$15,944","48,346",Sedan,-,-,4,5,Automatic,FWD,1.8L,4,Gasoline
2017,Toyota,Camry,Barrie,"$27,988","19,959",Sedan,White,-,4,5,Automatic,FWD,2.5L,4,Gasoline
2010,Chevrolet,Silverado,Barrie,$CALL,"112,037",Truck,Silver,-,2,6,Automatic,4x4,4.8L,8,Flex
2016,GMC,Terrain,Barrie,"$17,944","58,569",SUV,White,-,4,5,Automatic,FWD,2.4L,4,Gasoline
2013,Hyundai,Sonata,Barrie,"$11,988","88,000",Sedan,Gray,Black,4,5,Automatic,FWD,2.4L,4,Gasoline
2016,Ford,Escape,Barrie,"$16,988","94,051",SUV,Red,-,4,5,Automatic,FWD,2.5L,4,Gasoline
2014,Volkswagen,Tiguan,Barrie,"$13,998","93,600",SUV,White,Black,4,5,Automatic,AWD,2.0L,4,Gasoline
2016,Mazda,CX-5,Barrie,"$15,995","100,659",SUV,Silver,-,4,5,Automatic,4x4,2.0L,4,Gasoline
2017,Chevrolet,Equinox,Barrie,"$22,598","80,020",SUV,White,Black,4,5,Automatic,AWD,3.6L,6,Gasoline
2019,Dodge,Grand,Barrie,"$24,900","45,937",Van,Blue,-,4,7,Automatic,FWD,3.6L,6,Flex
2012,Audi,A4,Barrie,"$7,888","205,350",Sedan,Blue,-,4,5,Automatic,AWD,2.0L,4,Gasoline
2019,Dodge,Grand,Barrie,"$24,900","46,007",Van,White,-,4,7,Automatic,FWD,3.6L,6,Flex
2019,Dodge,Grand,Barrie,"$24,900","48,175",Van,Silver,-,4,7,Automatic,FWD,3.6L,6,Flex
2019,Dodge,Grand,Barrie,"$24,900","46,909",Van,Gray,-,4,7,Automatic,FWD,3.6L,6,Flex
2013,Cadillac,XTS,Barrie,"$27,550","52,547",Sedan,White,-,4,5,Automatic,AWD,3.6L,6,Flex
2015,Mazda,Mazda3,Barrie,"$13,995","86,008",Sedan,Silver,-,4,5,Automatic,FWD,2.0L,4,Gasoline
2018,Mazda,Mazda3,Barrie,"$18,995","43,068",Sedan,Blue,-,4,5,Automatic,FWD,2.0L,4,Gasoline
2017,Dodge,Grand,Barrie,"$20,995","85,189",Van,Black,-,4,7,Automatic,FWD,3.6L,6,Gasoline
2016,Ford,Escape,Barrie,"$17,995","74,016",SUV,Red,-,4,5,Automatic,FWD,1.6L,4,Gasoline
2016,Acura,TLX,Barrie,"$18,988","96,732",Sedan,Black,Tan,4,5,Automatic,FWD,2.4L,4,Gasoline
2018,Mazda,Mazda3,Barrie,"$20,995","51,121",Sedan,White,-,4,5,Automatic,FWD,2.5L,4,Gasoline
2018,Mazda,Mazda3,Barrie,"$18,995","48,877",Sedan,Blue,-,4,5,Automatic,FWD,2.0L,4,Gasoline
2013,Dodge,Dart,Barrie,"$5,888","183,096",Sedan,Gray,Black,4,5,Automatic,FWD,2.0L,4,Gasoline
2012,Hyundai,Elantra,Barrie,"$6,350","168,017",Hatchback,Blue,Black,4,5,Automatic,FWD,2.0L,4,Gasoline
2018,Mazda,Mazda3,Barrie,"$18,995","50,563",Sedan,Blue,-,4,5,Automatic,FWD,2.0L,4,Gasoline
2010,Nissan,AltimaCertified,Barrie,"$4,990","197,000",Coupe,Black,Gray,2,5,Manual,FWD,2.5L,4,Gasoline
2010,Dodge,Grand,Barrie,"$6,995","168,713",Van,Black,Gray,4,7,Automatic,FWD,3.3L,6,Gasoline
2018,Mazda,Mazda3,Barrie,"$20,995","48,793",Sedan,Silver,-,4,5,Automatic,FWD,2.5L,4,Gasoline
2018,Mazda,Mazda3,Barrie,"$20,995","48,253",Sedan,Black,-,4,5,Automatic,FWD,2.5L,4,Gasoline
2018,Mazda,Mazda3,Barrie,"$20,995","45,052",Sedan,Silver,-,4,5,Automatic,FWD,2.5L,4,Gasoline
2018,Mazda,Mazda3,Barrie,"$18,995","53,799",Sedan,Black,-,4,5,Automatic,FWD,2.0L,4,Gasoline
2018,Mazda,Mazda3,Barrie,"$18,995","48,583",Sedan,Red,-,4,5,Automatic,FWD,2.0L,4,Gasoline
2018,Mazda,Mazda3,Barrie,"$20,995","49,479",Sedan,Black,-,4,5,Automatic,FWD,2.5L,4,Gasoline
2018,Lexus,RX,Barrie,"$46,908","37,088",SUV,White,White,4,5,Automatic,AWD,3.5L,6,Gasoline
2012,Mitsubishi,RVR,Barrie,"$7,488","168,385",SUV,Black,Black,4,5,Automatic,AWD,2.0L,4,Gasoline
2018,GMC,Terrain,Barrie,"$30,550","27,531",SUV,-,-,4,5,Automatic,AWD,1.6L,4,Diesel
2010,Kia,Soul,Barrie,"$7,995","178,125",Sedan,Green,-,4,5,Automatic,FWD,2.0L,4,Gasoline
2017,Chevrolet,Cruze,Barrie,"$14,550","81,235",-,Gold,-,4,5,Automatic,FWD,1.4L,4,Gasoline
2013,Hyundai,Santa,Barrie,"$17,995","56,289",SUV,Black,-,4,5,Automatic,4x4,2.0L,4,Gasoline
2014,Ram,1500,Barrie,"$21,995","144,300",Truck,Black,Gray,2,3,Automatic,4x4,5.7L,8,Gasoline
2016,Hyundai,ElantraCertified,Barrie,"$10,995","129,400",Sedan,Black,Gray,4,5,Automatic,FWD,1.8L,4,Gasoline
2020,Nissan,Pathfinder,Barrie,"$40,298",7,SUV,-,-,4,7,Automatic,4x4,3.5L,6,Gasoline
2014,Mazda,CX-9,Barrie,"$18,995","114,249",SUV,Gray,-,4,7,Automatic,4x4,3.7L,6,Gasoline
2012,Mazda,Mazda3,Barrie,"$8,995","151,132",Sedan,Gray,-,4,5,Automatic,FWD,2.0L,4,Gasoline
2012,Ford,F-150,Barrie,"$9,888","206,119",Truck,Gold,-,2,-,Automatic,4x4,5.0L,8,Flex
2018,Mazda,Mazda3,Barrie,"$20,995","46,219",Sedan,Black,-,4,5,Automatic,FWD,2.5L,4,Gasoline
2016,Mazda,Mazda3,Barrie,"$12,995","49,715",Sedan,White,-,4,5,Manual,FWD,2.0L,4,Gasoline
2009,Nissan,AltimaCertified,Barrie,"$3,990","221,000",Sedan,White,Gray,4,5,Automatic,FWD,2.5L,4,Gasoline
2015,Nissan,Frontier,Barrie,"$25,988","82,141",Truck,Black,Black,4,5,Automatic,4x4,4.0L,6,Gasoline
2013,Ford,Escape,Barrie,"$9,880","199,996",SUV,Silver,-,4,5,Automatic,4x4,1.6L,4,Gasoline
2015,Toyota,Corolla,Barrie,"$13,988","93,747",Sedan,Silver,-,4,5,Automatic,FWD,1.8L,4,Gasoline
2017,Toyota,Camry,Barrie,"$19,977","89,061",Sedan,Black,-,4,5,Automatic,FWD,3.5L,6,Gasoline
2018,Dodge,Grand,Barrie,"$21,944","39,711",Van,-,-,4,7,Automatic,FWD,3.6L,6,Flex
2016,Mazda,CX-5,Barrie,"$19,995","139,152",SUV,Gray,-,4,5,Automatic,4x4,2.5L,4,Gasoline
2011,Hyundai,Elantra,Barrie,"$7,988","139,181",Sedan,-,-,4,5,Automatic,FWD,1.8L,4,Gasoline
2013,Volkswagen,Jetta,Barrie,"$11,995","116,900",Sedan,Tan,Black,4,5,Automatic,FWD,2.0L,4,Diesel
2016,Audi,A4,Barrie,"$20,995","81,700",Sedan,White,Black,4,5,Automatic,AWD,2.0L,4,Gasoline
2011,Hyundai,Genesis,Barrie,"$11,995","68,600",Coupe,Silver,Black,2,4,Manual,RWD,2.0L,4,Gasoline
2017,Nissan,Rogue,Barrie,"$23,988","59,821",SUV,Gray,Black,4,5,Automatic,AWD,2.5L,4,Gasoline
2015,Kia,Forte,Barrie,"$10,995","53,386",Sedan,Silver,-,4,5,Automatic,FWD,1.8L,4,Gasoline
2016,Mazda,Mazda3,Barrie,"$13,995","74,437",Sedan,Blue,-,4,5,Manual,FWD,2.0L,4,Gasoline
2018,Mazda,Mazda3,Barrie,"$20,995","55,102",Sedan,White,-,4,5,Automatic,FWD,2.5L,4,Gasoline
2019,Chevrolet,Express,Barrie,"$29,944","30,388",Van,White,-,3,2,Automatic,RWD,4.3L,6,Gasoline
2016,Dodge,Grand,Barrie,"$8,888","206,950",Van,Gray,Black,4,7,Automatic,FWD,3.6L,6,Flex
2013,Chevrolet,Equinox,Barrie,"$5,688","268,316",SUV,Black,Black,4,5,Automatic,AWD,2.4L,4,Gasoline
2009,Mazda,Mazda6,Barrie,"$4,688","211,386",Sedan,Silver,-,4,5,Automatic,FWD,2.5L,4,Gasoline
2011,Chevrolet,Malibu,Barrie,"$4,388","204,745",Sedan,Gold,Black,4,5,Automatic,FWD,2.4L,4,Flex
2013,Dodge,Grand,Barrie,"$6,488","177,275",Van,Silver,Black,4,7,Automatic,FWD,3.6L,6,Flex
2013,Kia,Optima,Barrie,"$6,888","118,914",Sedan,White,Black,4,5,Manual,FWD,2.4L,4,Gasoline
2007,BMW,3,Barrie,"$6,888","202,671",Coupe,-,-,2,4,Automatic,AWD,3.0L,6,Gasoline
2019,Mazda,CX-5,Barrie,"$28,995","47,000",SUV,Black,Black,4,5,Automatic,4x4,2.5L,4,Gasoline
2016,Mazda,CX-5,Barrie,"$20,995","95,268",SUV,Gray,-,4,5,Automatic,4x4,2.5L,4,Gasoline
2018,Nissan,Maxima,Barrie,"$28,998","7,501",Sedan,Red,Black,4,5,Automatic,FWD,3.5L,6,Gasoline
2017,Hyundai,Tucson,Barrie,"$19,688","90,200",SUV,-,-,4,5,Automatic,AWD,2.0L,4,Gasoline
2014,Dodge,Grand,Barrie,"$10,995","145,500",Van,Silver,Black,4,7,Automatic,FWD,3.6L,6,Flex
2014,Volkswagen,Golf,Barrie,"$12,995","121,700",Sedan,Black,Black,4,5,Automatic,FWD,2.0L,4,Diesel
2017,Lexus,RX,Barrie,"$45,908","47,648",SUV,White,White,4,5,Automatic,AWD,3.5L,6,Gasoline
2019,GMC,Yukon,Barrie,"$59,944","28,305",SUV,White,-,4,8,Automatic,4x4,5.3L,8,Flex
2019,Chevrolet,Express,Barrie,"$29,944","36,982",Van,White,-,3,2,Automatic,RWD,4.3L,6,Gasoline
2019,Chevrolet,Equinox,Barrie,"$26,944","34,010",SUV,Black,-,4,5,Automatic,AWD,2.0L,4,Gasoline
2018,Ford,Transit,Barrie,"$32,995","64,121",Van,White,-,3,2,Automatic,RWD,3.7L,6,Gasoline
2015,Buick,Encore,Barrie,"$14,995","72,500",SUV,Silver,Gray,4,5,Automatic,FWD,1.4L,4,Gasoline
2019,GMC,Canyon,Barrie,"$34,550",376,Truck,White,-,4,5,Automatic,RWD,3.6L,6,Gasoline
2020,Mazda,CX-9,Barrie,"$41,980",5,SUV,-,-,4,7,Automatic,4x4,2.5L,4,Gasoline
2019,Mazda,CX-9,Barrie,"$40,995","25,500",SUV,Blue,-,4,7,Automatic,4x4,2.5L,4,Gasoline
2016,Toyota,RAV4,Barrie,"$21,799","78,464",SUV,Red,-,4,5,Automatic,AWD,2.5L,4,Gasoline
2017,Cadillac,Escalade,Barrie,"$74,550","41,342",SUV,Black,-,4,7,Automatic,4x4,6.2L,8,Gasoline
2018,Chevrolet,Silverado,Barrie,"$60,944","110,245",Truck,Black,-,4,6,Automatic,4x4,6.6L,8,Diesel
2009,Chevrolet,Impala,Barrie,"$6,850","137,055",Sedan,Black,Gray,4,5,Automatic,FWD,3.9L,6,Flex
2017,GMC,Yukon,Barrie,"$60,944","46,480",SUV,Black,-,4,7,Automatic,AWD,6.2L,8,Gasoline
2016,Kia,Forte,Barrie,"$9,995","104,166",Sedan,Gray,-,4,5,Automatic,FWD,1.8L,4,Gasoline
2018,Lexus,RX,Barrie,"$51,908","22,025",SUV,Silver,Red,4,5,Automatic,AWD,3.5L,6,Gasoline
2015,Toyota,4Runner,Barrie,"$32,408","81,091",SUV,Black,-,5,5,Automatic,4x4,4.0L,6,Gasoline
2016,Toyota,4Runner,Barrie,"$36,299","60,866",SUV,White,-,5,7,Automatic,4x4,4.0L,6,Gasoline
2015,Toyota,Tacoma,Barrie,"$24,909","167,020",Truck,White,-,4,5,Automatic,4x4,4.0L,6,Gasoline
2016,Dodge,Journey,Barrie,"$13,988","82,238",SUV,Silver,Gray,4,5,Automatic,FWD,2.4L,4,Gasoline
2014,Ford,F-150,Barrie,"$23,995","169,711",Truck,Gray,-,4,-,Automatic,4x4,3.5L,6,Gasoline
2019,Lexus,RX,Barrie,"$57,408","11,500",SUV,White,-,4,6,Automatic,AWD,3.5L,6,Gasoline
2015,Lexus,RX,Barrie,"$23,908","165,204",SUV,Red,Tan,4,5,Automatic,AWD,3.5L,6,Gasoline
2018,Ford,EcoSport,Barrie,"$21,995","48,828",SUV,Black,-,4,5,Automatic,4x4,2.0L,4,Gasoline
2014,Chevrolet,Cruze,Barrie,"$9,944","76,223",Sedan,Silver,-,4,5,Manual,FWD,1.4L,4,Gasoline
2015,Chevrolet,Tahoe,Barrie,"$43,944","114,419",SUV,White,-,4,7,Automatic,4x4,5.3L,8,Gasoline
2009,Pontiac,G5,Barrie,"$5,495","117,995",Coupe,Red,Gray,2,5,Automatic,FWD,2.2L,4,Gasoline
2017,Chevrolet,Cruze,Barrie,"$13,944","81,848",-,Red,-,4,5,Automatic,FWD,1.4L,4,Gasoline
2019,Mazda,CX-5,Barrie,"$41,230",6,SUV,-,-,4,5,Automatic,4x4,2.5L,4,Gasoline
2015,Mitsubishi,Outlander,Barrie,"$15,977","91,107",SUV,Black,-,4,7,Automatic,4x4,3.0L,6,Gasoline
2018,GMC,Yukon,Barrie,"$60,944","52,207",SUV,Black,-,4,7,Automatic,AWD,6.2L,8,Flex
2017,Dodge,Grand,Barrie,"$17,995","91,100",Van,White,Black,4,7,Automatic,FWD,3.6L,6,Flex
2015,Ford,Edge,Barrie,"$18,977","83,122",SUV,Gray,-,4,5,Automatic,AWD,2.0L,4,Gasoline
2016,Nissan,Murano,Barrie,"$24,998","75,307",SUV,White,-,4,5,Automatic,AWD,3.5L,6,Gasoline
2016,Chevrolet,Malibu,Barrie,"$16,944","53,941",Sedan,-,-,4,5,Automatic,FWD,1.5L,4,Gasoline
2017,GMC,Yukon,Barrie,"$57,944","57,200",SUV,Black,-,4,7,Automatic,AWD,6.2L,8,Gasoline
2016,Ford,Escape,Barrie,"$22,977","26,869",SUV,White,-,4,5,Automatic,4x4,2.0L,4,Gasoline
2019,GMC,Sierra,Barrie,"$55,944","28,118",Truck,Silver,-,4,6,Automatic,4x4,5.3L,8,Gasoline
2013,Volkswagen,Passat,Barrie,"$12,988","76,376",Sedan,Gray,Gray,4,5,Automatic,FWD,2.5L,5,Gasoline
2014,Ford,F-150,Barrie,"$24,995","125,666",Truck,Black,-,4,-,Automatic,4x4,3.5L,6,Gasoline
2018,Mazda,Mazda3,Barrie,"$20,995","48,244",Sedan,Silver,-,4,5,Automatic,FWD,2.5L,4,Gasoline
2018,Chevrolet,Silverado,Barrie,"$65,944","28,539",Truck,Black,-,4,6,Automatic,4x4,6.6L,8,Diesel
2014,Mercedes-Benz,C-Class,Barrie,"$19,995","115,079",Coupe,Black,Red,2,4,Automatic,AWD,3.5L,6,Gasoline
2018,Kia,Soul,Barrie,"$17,995","18,000",SUV,Brown,Gray,4,5,Automatic,FWD,2.0L,4,Gasoline
2016,Ford,Edge,Barrie,"$21,977","86,698",SUV,White,-,4,5,Automatic,FWD,2.0L,4,Gasoline
2018,Ford,Focus,Barrie,"$16,977","58,239",Hatchback,Silver,-,4,5,Automatic,FWD,2.0L,4,Gasoline
2018,Ford,Focus,Barrie,"$17,977","51,783",Hatchback,Black,-,4,5,Automatic,FWD,2.0L,4,Gasoline
2016,Jeep,Patriot,Barrie,"$13,977","114,400",SUV,Gray,-,4,5,Automatic,4x4,2.4L,4,Gasoline
2018,Chevrolet,Equinox,Barrie,"$24,995","52,142",SUV,Gray,-,4,5,Automatic,4x4,1.5L,4,Gasoline
2015,Ford,Explorer,Barrie,"$22,995","87,932",SUV,Black,-,4,7,Automatic,4x4,3.5L,6,Gasoline
2012,Mazda,Mazda3,Barrie,"$11,995","164,766",Sedan,Black,-,4,5,Manual,FWD,2.3L,4,Gasoline
2017,Ford,Escape,Barrie,"$19,977","96,485",SUV,Red,-,4,5,Automatic,FWD,2.0L,4,Gasoline
2017,GMC,Yukon,Barrie,"$58,944","59,436",SUV,Black,-,4,7,Automatic,AWD,6.2L,8,Gasoline
2016,Chevrolet,Trax,Barrie,"$18,988","32,382",SUV,Red,Gray,4,5,Automatic,AWD,1.4L,4,Gasoline
2012,Toyota,Sienna,Barrie,"$18,988","122,694",Van,White,Tan,4,7,Automatic,FWD,3.5L,6,Gasoline
2017,Hyundai,Santa,Barrie,"$20,988","94,946",SUV,Black,Black,4,5,Automatic,AWD,2.4L,4,Gasoline
2019,Ford,Transit,Barrie,"$37,995","24,742",Van,White,-,3,2,Automatic,RWD,3.7L,6,Gasoline
2018,Chevrolet,Cruze,Barrie,"$16,944","51,490",Sedan,-,-,4,5,Automatic,FWD,1.4L,4,Gasoline
2019,Chevrolet,Cruze,Barrie,"$17,944","43,966",Sedan,Silver,-,4,5,Automatic,FWD,1.4L,4,Gasoline
2019,Chevrolet,Cruze,Barrie,"$17,944","35,819",Sedan,Black,-,4,5,Automatic,FWD,1.4L,4,Gasoline
2015,Toyota,Highlander,Barrie,"$28,988","89,974",SUV,White,-,4,7,Automatic,AWD,3.5L,6,Gasoline
2009,Chevrolet,Cobalt,Barrie,"$5,900","147,546",Sedan,Gray,-,4,5,Automatic,FWD,2.2L,4,Gasoline
2016,Nissan,Sentra,Barrie,"$13,995","83,800",Sedan,Gray,Gray,4,5,Automatic,FWD,1.8L,4,Gasoline
2019,Chevrolet,Silverado,Barrie,"$70,444","37,477",Truck,Black,-,4,6,Automatic,4x4,6.6L,8,Diesel
2020,Nissan,Maxima,Barrie,"$43,490",12,Sedan,Black,Black,4,5,Automatic,FWD,3.5L,6,Gasoline
2017,Honda,Accord,Barrie,"$18,977","84,779",Sedan,White,-,4,5,Automatic,FWD,2.4L,4,Gasoline
2007,Ford,Fusion,Barrie,"$5,895","130,318",Sedan,Gray,Gray,4,5,Automatic,FWD,3.0L,6,Gasoline
2016,GMC,Sierra,Barrie,"$31,944","96,401",Truck,Black,-,4,6,Automatic,4x4,5.3L,8,Gasoline
2018,Chevrolet,Malibu,Barrie,"$17,944","54,331",Sedan,Silver,-,4,5,Automatic,FWD,1.5L,4,Gasoline
2018,Chevrolet,Impala,Barrie,"$19,944","54,333",Sedan,Silver,-,4,5,Automatic,FWD,2.5L,4,Flex
2018,Chevrolet,Malibu,Barrie,"$17,944","54,817",Sedan,White,-,4,5,Automatic,FWD,1.5L,4,Gasoline
2010,Dodge,Journey,Barrie,"$6,950","182,913",Wagon,Silver,Gray,4,5,Automatic,FWD,3.5L,6,Gasoline
2009,Buick,Allure,Barrie,"$6,560","145,140",Sedan,Blue,Gray,4,5,Automatic,FWD,3.8L,6,Gasoline
2015,Mazda,CX-5,Barrie,"$17,995","134,518",SUV,Blue,-,4,5,Automatic,4x4,2.5L,4,Gasoline
2020,Nissan,Maxima,Barrie,"$45,900","10,277",Sedan,White,Black,4,5,Automatic,FWD,3.5L,6,Gasoline
2014,Ford,Focus,Barrie,"$7,995","166,272",Sedan,Black,Gray,4,5,Automatic,FWD,2.0L,4,Flex
2016,Kia,Optima,Barrie,"$15,448","83,347",Sedan,Gray,-,4,5,Automatic,FWD,2.4L,4,Gasoline
2016,Chevrolet,Silverado,Barrie,"$42,944","74,523",Truck,White,-,4,6,Automatic,4x4,6.6L,8,Diesel
2018,GMC,Acadia,Barrie,"$39,550","77,709",SUV,Black,-,4,6,Automatic,AWD,3.6L,6,Gasoline
2017,Chevrolet,Cruze,Barrie,"$15,900","81,252",Sedan,White,Black,4,5,Automatic,FWD,1.4L,4,Gasoline
2013,Chevrolet,Trax,Barrie,"$13,988","107,114",SUV,Black,Black,4,5,Automatic,AWD,1.4L,4,Gasoline
2009,Chevrolet,Express,Barrie,"$15,988","36,554",Commercial,Blue,Gray,3,2,Automatic,RWD,5.3L,8,Gasoline
2017,Mazda,CX-5,Barrie,"$21,988","74,259",SUV,Gray,Black,4,5,Automatic,AWD,2.5L,4,Gasoline
2009,Toyota,Camry,Barrie,"$7,940","177,275",Sedan,Green,-,4,5,Automatic,FWD,2.4L,4,Gasoline
2015,Hyundai,Santa,Barrie,"$23,988","46,357",SUV,Silver,Black,4,6,Automatic,AWD,3.3L,6,Gasoline
2010,Honda,CR-V,Barrie,"$10,700","182,576",SUV,Black,Black,4,5,Automatic,AWD,2.4L,4,Gasoline
2012,Chevrolet,Malibu,Barrie,"$7,900","128,007",,edan,Brown,ior,,,smissionAutomatic,,,lacement2.4L
2019,Mazda,CX-5,Barrie,"$48,230",7,SUV,-,-,4,5,Automatic,4x4,2.2L,4,Diesel
2020,Nissan,Rogue,Barrie,"$29,098","8,002",SUV,Gray,Black,4,5,Automatic,AWD,2.5L,4,Gasoline
2017,Hyundai,Tucson,Barrie,"$19,988","75,998",SUV,White,Black,4,5,Automatic,FWD,2.0L,4,Gasoline
2018,Chevrolet,Spark,Barrie,"$12,944","44,263",Sedan,Red,-,4,4,Automatic,FWD,1.4L,4,Gasoline
2017,Ford,Mustang,Barrie,"$29,995","3,100",Convertible,Black,Black,2,4,Automatic,RWD,3.7L,6,Gasoline
2017,GMC,Terrain,Barrie,"$20,988","58,965",SUV,Gray,-,4,5,Automatic,AWD,2.4L,4,Gasoline
2012,Chevrolet,Equinox,Barrie,"$8,777","186,048",,agon,White,ior,,,smissionAutomatic,,,lacement2.4L
2015,Chevrolet,Corvette,Barrie,"$64,550","19,651",Convertible,White,-,2,2,Automatic,RWD,6.2L,8,Gasoline
2019,Ram,ProMaster,Barrie,"$106,688","4,561",Commercial,-,-,3,2,Automatic,FWD,3.6L,6,Gasoline
2015,GMC,-,Barrie,$CALL,,-,-,-,-,-,-,-,#NAME?,-,-
2017,Chevrolet,Tahoe,Barrie,"$59,550","84,501",SUV,Gray,-,4,7,Automatic,4x4,5.3L,8,Gasoline
2015,Buick,Verano,Barrie,"$14,550","73,602",Sedan,White,-,4,5,Automatic,FWD,2.4L,4,Gasoline
2015,Cadillac,Escalade,Barrie,"$59,550","62,956",SUV,Black,Black,4,7,Automatic,4x4,6.2L,8,Flex
2017,Cadillac,Escalade,Barrie,"$65,550","65,389",SUV,Black,Black,4,7,Automatic,4x4,6.2L,8,Gasoline
2018,Chevrolet,Express,Barrie,"$30,550","23,415",Commercial,White,-,3,2,Automatic,RWD,4.3L,6,Gasoline
2013,GMC,Terrain,Barrie,"$15,988","54,638",SUV,Silver,Black,4,5,Automatic,FWD,2.4L,4,Gasoline
2018,Chevrolet,Tahoe,Barrie,"$54,944","23,835",SUV,Gray,-,4,8,Automatic,4x4,5.3L,8,Flex
2019,Mazda,CX-5,Barrie,"$39,925",6,SUV,-,-,4,5,Automatic,4x4,2.5L,4,Gasoline
2006,Chevrolet,Impala,Barrie,"$4,995","156,220",Sedan,-,Gray,4,4,Automatic,FWD,3.5L,6,Gasoline
1994,Oldsmobile,Cutlass,Barrie,"$5,995","128,545",-,White,-,2,-,Automatic,-,3.4L,6,Gasoline
2012,Hyundai,Sonata,Barrie,"$12,988","67,421",Sedan,Blue,Gray,4,5,Automatic,FWD,2.4L,4,Gasoline
2016,Chevrolet,Corvette,Barrie,"$64,944","23,439",Coupe,-,-,2,2,Automatic,RWD,6.2L,8,Gasoline
2017,Mazda,MX-5,Barrie,"$33,995",94,Convertible,-,-,2,2,Manual,RWD,2.0L,4,Gasoline
2015,Honda,Civic,Barrie,"$13,988","55,004",Sedan,Silver,Gray,4,5,Automatic,FWD,1.8L,4,Gasoline
2017,Lexus,NX,Barrie,"$33,908","47,815",SUV,Gray,Black,4,5,Automatic,AWD,2.0L,4,Gasoline
2019,Nissan,Qashqai,Barrie,"$28,298","6,000",SUV,Black,Black,4,5,Automatic,AWD,2.0L,4,Gasoline
2019,Nissan,Murano,Barrie,"$46,198","7,657",SUV,Blue,Black,4,5,Automatic,AWD,3.5L,6,Gasoline
2008,Chevrolet,Silverado,Barrie,"$11,990","155,786",Truck,White,Gray,2,5,Automatic,4x4,5.3L,8,Flex
2004,Chrysler,Sebring,Barrie,"$3,995","186,890",Convertible,Red,Black,2,4,Automatic,FWD,2.7L,6,Gasoline
2016,Toyota,Corolla,Barrie,"$13,496","79,962",Sedan,White,Gray,4,5,Automatic,FWD,1.8L,4,Gasoline
2019,Nissan,Kicks,Barrie,"$21,298",13,SUV,White,Black,4,5,Automatic,FWD,1.6L,4,Gasoline
2007,Ford,Focus,Barrie,"$2,895","213,000",Wagon,Gold,Tan,5,-,Automatic,FWD,#NAME?,-,Gasoline
